burrough,year,age,sex,people
07,2010,27,1,230
07,2010,28,1,222
07,2010,29,1,208
07,2010,30,1,244
07,2010,31,1,241
07,2010,32,1,249
07,2010,33,1,284
07,2010,34,1,295
07,2010,35,1,322
07,2010,36,1,313
07,2010,37,1,345
07,2010,38,1,320
07,2010,39,1,294
07,2010,40,1,340
07,2010,41,1,297
07,2010,42,1,275
07,2010,43,1,310
07,2010,44,1,310
07,2010,45,1,301
07,2010,46,1,264
07,2010,47,1,277
07,2010,48,1,287
07,2010,49,1,283
07,2010,50,1,262
07,2010,51,1,300
07,2010,52,1,309
07,2010,53,1,287
07,2010,54,1,272
07,2010,55,1,330
07,2010,56,1,269
07,2010,57,1,267
07,2010,58,1,274
07,2010,59,1,227
07,2010,60,1,290
07,2010,61,1,271
07,2010,62,1,286
07,2010,63,1,325
07,2010,64,1,263
07,2010,65,1,297
07,2010,66,1,218
07,2010,67,1,178
07,2010,68,1,159
07,2010,69,1,149
07,2010,70,1,147
07,2010,71,1,114
07,2010,72,1,113
07,2010,73,1,98
07,2010,74,1,81
07,2010,75,1,82
07,2010,76,1,90
07,2010,77,1,86
07,2010,78,1,91
07,2010,79,1,65
07,2010,80,1,84
07,2010,81,1,97
07,2010,82,1,85
07,2010,83,1,78
07,2010,84,1,59
07,2010,85,1,63
07,2010,86,1,60
07,2010,87,1,46
07,2010,88,1,41
07,2010,89,1,44
07,2010,90,1,21
07,2010,91,1,33
07,2010,92,1,14
07,2010,93,1,10
07,2010,94,1,8
07,2010,95,1,14
07,2010,96,1,5
07,2010,97,1,2
07,2010,98,1,0
07,2010,99,1,2
08,2010,0,1,356
08,2010,1,1,354
08,2010,2,1,357
08,2010,3,1,318
08,2010,4,1,365
08,2010,5,1,367
08,2010,6,1,335
08,2010,7,1,315
08,2010,8,1,294
08,2010,9,1,288
08,2010,10,1,296
08,2010,11,1,303
08,2010,12,1,248
08,2010,13,1,292
08,2010,14,1,272
08,2010,15,1,261
08,2010,16,1,281
08,2010,17,1,237
08,2010,18,1,269
08,2010,19,1,286
08,2010,20,1,333
08,2010,21,1,323
08,2010,22,1,294
08,2010,23,1,319
08,2010,24,1,344
08,2010,25,1,361
08,2010,26,1,373
08,2010,27,1,338
08,2010,28,1,317
08,2010,29,1,346
08,2010,30,1,351
08,2010,31,1,315
08,2010,32,1,350
08,2010,33,1,332
08,2010,34,1,381
08,2010,35,1,368
08,2010,36,1,403
08,2010,37,1,408
08,2010,38,1,376
08,2010,39,1,398
08,2010,40,1,392
08,2010,41,1,362
08,2010,42,1,391
08,2010,43,1,373
08,2010,44,1,327
08,2010,45,1,360
08,2010,46,1,331
08,2010,47,1,306
08,2010,48,1,321
08,2010,49,1,310
08,2010,50,1,283
08,2010,51,1,307
08,2010,52,1,304
08,2010,53,1,267
08,2010,54,1,276
08,2010,55,1,247
08,2010,56,1,238
08,2010,57,1,233
08,2010,58,1,248
08,2010,59,1,229
08,2010,60,1,215
08,2010,61,1,280
08,2010,62,1,283
08,2010,63,1,243
08,2010,64,1,207
08,2010,65,1,196
08,2010,66,1,180
08,2010,67,1,142
08,2010,68,1,122
08,2010,69,1,120
08,2010,70,1,130
08,2010,71,1,102
08,2010,72,1,102
08,2010,73,1,84
08,2010,74,1,109
08,2010,75,1,83
08,2010,76,1,85
08,2010,77,1,89
08,2010,78,1,83
08,2010,79,1,95
08,2010,80,1,80
08,2010,81,1,73
08,2010,82,1,74
08,2010,83,1,65
08,2010,84,1,66
08,2010,85,1,56
08,2010,86,1,36
08,2010,87,1,43
08,2010,88,1,34
08,2010,89,1,32
08,2010,90,1,28
08,2010,91,1,25
08,2010,92,1,11
08,2010,93,1,13
08,2010,94,1,7
08,2010,95,1,5
08,2010,96,1,1
08,2010,97,1,1
08,2010,98,1,3
08,2010,99,1,3
09,2010,0,1,299
09,2010,1,1,269
09,2010,2,1,250
09,2010,3,1,238
09,2010,4,1,233
09,2010,5,1,201
09,2010,6,1,197
09,2010,7,1,165
09,2010,8,1,161
09,2010,9,1,187
09,2010,10,1,169
09,2010,11,1,177
09,2010,12,1,141
09,2010,13,1,150
09,2010,14,1,152
09,2010,15,1,146
09,2010,16,1,140
09,2010,17,1,126
09,2010,18,1,142
09,2010,19,1,131
09,2010,20,1,156
09,2010,21,1,166
09,2010,22,1,149
09,2010,23,1,188
09,2010,24,1,153
09,2010,25,1,187
09,2010,26,1,194
09,2010,27,1,195
09,2010,28,1,208
09,2010,29,1,248
09,2010,30,1,241
09,2010,31,1,265
09,2010,32,1,263
09,2010,33,1,266
09,2010,34,1,273
09,2010,35,1,262
09,2010,36,1,263
09,2010,37,1,271
09,2010,38,1,264
09,2010,39,1,255
09,2010,40,1,258
09,2010,41,1,246
09,2010,42,1,223
09,2010,43,1,251
09,2010,44,1,231
09,2010,45,1,221
09,2010,46,1,190
09,2010,47,1,199
09,2010,48,1,169
09,2010,49,1,195
09,2010,50,1,166
09,2010,51,1,168
09,2010,52,1,176
09,2010,53,1,142
09,2010,54,1,143
09,2010,55,1,148
09,2010,56,1,135
09,2010,57,1,141
09,2010,58,1,137
09,2010,59,1,124
09,2010,60,1,128
09,2010,61,1,128
09,2010,62,1,124
09,2010,63,1,132
09,2010,64,1,103
09,2010,65,1,114
09,2010,66,1,95
09,2010,67,1,69
09,2010,68,1,58
09,2010,69,1,50
09,2010,70,1,68
09,2010,71,1,69
09,2010,72,1,53
09,2010,73,1,54
09,2010,74,1,50
09,2010,75,1,43
09,2010,76,1,47
09,2010,77,1,53
09,2010,78,1,44
09,2010,79,1,47
09,2010,80,1,55
09,2010,81,1,40
09,2010,82,1,46
09,2010,83,1,49
09,2010,84,1,51
09,2010,85,1,51
09,2010,86,1,29
09,2010,87,1,31
09,2010,88,1,19
09,2010,89,1,26
09,2010,90,1,12
09,2010,91,1,10
09,2010,92,1,4
09,2010,93,1,6
09,2010,94,1,4
09,2010,95,1,3
09,2010,96,1,3
09,2010,97,1,1
09,2010,98,1,3
09,2010,99,1,2
10,2010,0,1,202
10,2010,1,1,205
10,2010,2,1,198
10,2010,3,1,203
10,2010,4,1,181
10,2010,5,1,165
10,2010,6,1,172
10,2010,7,1,166
10,2010,8,1,169
10,2010,9,1,149
10,2010,10,1,167
10,2010,11,1,166
10,2010,12,1,158
10,2010,13,1,163
10,2010,14,1,185
10,2010,15,1,157
10,2010,16,1,146
10,2010,17,1,158
10,2010,18,1,170
10,2010,19,1,155
10,2010,20,1,140
10,2010,21,1,124
10,2010,22,1,142
10,2010,23,1,155
10,2010,24,1,147
10,2010,25,1,175
10,2010,26,1,175
10,2010,27,1,168
10,2010,28,1,183
10,2010,29,1,179
10,2010,30,1,215
10,2010,31,1,184
10,2010,32,1,191
10,2010,33,1,222
10,2010,34,1,205
10,2010,35,1,242
10,2010,36,1,212
10,2010,37,1,185
10,2010,38,1,259
10,2010,39,1,204
10,2010,40,1,223
10,2010,41,1,232
10,2010,42,1,215
10,2010,43,1,203
10,2010,44,1,208
10,2010,45,1,204
10,2010,46,1,212
10,2010,47,1,184
10,2010,48,1,185
10,2010,49,1,200
10,2010,50,1,188
10,2010,51,1,178
10,2010,52,1,160
10,2010,53,1,154
10,2010,54,1,154
10,2010,55,1,137
10,2010,56,1,126
10,2010,57,1,133
10,2010,58,1,128
10,2010,59,1,125
10,2010,60,1,123
10,2010,61,1,127
10,2010,62,1,119
10,2010,63,1,128
10,2010,64,1,106
10,2010,65,1,122
10,2010,66,1,98
10,2010,67,1,104
10,2010,68,1,78
10,2010,69,1,70
10,2010,70,1,70
10,2010,71,1,60
10,2010,72,1,65
10,2010,73,1,70
10,2010,74,1,51
10,2010,75,1,53
10,2010,76,1,52
10,2010,77,1,56
10,2010,78,1,54
10,2010,79,1,62
10,2010,80,1,41
10,2010,81,1,53
10,2010,82,1,33
10,2010,83,1,29
10,2010,84,1,29
10,2010,85,1,40
10,2010,86,1,26
10,2010,87,1,25
10,2010,88,1,11
10,2010,89,1,12
10,2010,90,1,19
10,2010,91,1,8
10,2010,92,1,5
10,2010,93,1,6
10,2010,94,1,2
10,2010,95,1,0
10,2010,96,1,1
10,2010,97,1,1
10,2010,98,1,0
10,2010,99,1,1
11,2010,0,1,217
11,2010,1,1,203
11,2010,2,1,241
11,2010,3,1,211
11,2010,4,1,197
11,2010,5,1,196
11,2010,6,1,222
11,2010,7,1,212
11,2010,8,1,211
11,2010,9,1,219
11,2010,10,1,213
11,2010,11,1,229
11,2010,12,1,205
11,2010,13,1,229
11,2010,14,1,222
11,2010,15,1,205
11,2010,16,1,213
11,2010,17,1,216
11,2010,18,1,201
11,2010,19,1,211
11,2010,20,1,196
11,2010,21,1,190
11,2010,22,1,170
11,2010,23,1,155
11,2010,24,1,188
11,2010,25,1,197
11,2010,26,1,169
11,2010,27,1,177
11,2010,28,1,165
11,2010,29,1,147
11,2010,30,1,185
11,2010,31,1,196
11,2010,32,1,163
11,2010,33,1,168
11,2010,34,1,199
11,2010,35,1,199
11,2010,36,1,193
11,2010,37,1,211
11,2010,38,1,236
11,2010,39,1,270
11,2010,40,1,263
11,2010,41,1,242
11,2010,42,1,225
11,2010,43,1,267
11,2010,44,1,228
11,2010,45,1,209
11,2010,46,1,226
11,2010,47,1,228
11,2010,48,1,207
11,2010,49,1,221
11,2010,50,1,203
11,2010,51,1,191
11,2010,52,1,178
11,2010,53,1,166
11,2010,54,1,175
11,2010,55,1,176
11,2010,56,1,166
11,2010,57,1,175
11,2010,58,1,153
11,2010,59,1,156
11,2010,60,1,164
11,2010,61,1,172
11,2010,62,1,164
11,2010,63,1,186
11,2010,64,1,181
11,2010,65,1,177
11,2010,66,1,161
11,2010,67,1,135
11,2010,68,1,119
11,2010,69,1,113
11,2010,70,1,114
11,2010,71,1,104
11,2010,72,1,98
11,2010,73,1,86
11,2010,74,1,72
11,2010,75,1,61
11,2010,76,1,60
11,2010,77,1,61
11,2010,78,1,57
11,2010,79,1,59
11,2010,80,1,59
11,2010,81,1,38
11,2010,82,1,31
11,2010,83,1,38
11,2010,84,1,21
11,2010,85,1,29
11,2010,86,1,23
11,2010,87,1,22
11,2010,88,1,12
11,2010,89,1,13
11,2010,90,1,7
11,2010,91,1,10
11,2010,92,1,1
11,2010,93,1,1
11,2010,94,1,2
11,2010,95,1,4
11,2010,96,1,3
11,2010,97,1,0
11,2010,98,1,0
11,2010,99,1,0
12,2010,0,1,418
12,2010,1,1,414
12,2010,2,1,370
12,2010,3,1,346
12,2010,4,1,325
12,2010,5,1,319
12,2010,6,1,297
12,2010,7,1,264
12,2010,8,1,284
12,2010,9,1,272
12,2010,10,1,299
12,2010,11,1,255
12,2010,12,1,293
12,2010,13,1,255
12,2010,14,1,275
12,2010,15,1,263
12,2010,16,1,241
12,2010,17,1,282
12,2010,18,1,281
12,2010,19,1,275
12,2010,20,1,256
12,2010,21,1,256
12,2010,22,1,267
12,2010,23,1,280
12,2010,24,1,280
12,2010,25,1,286
12,2010,26,1,354
12,2010,27,1,353
12,2010,28,1,382
12,2010,29,1,388
12,2010,30,1,424
12,2010,31,1,416
12,2010,32,1,392
12,2010,33,1,425
12,2010,34,1,399
12,2010,35,1,460
12,2010,36,1,393
12,2010,37,1,371
12,2010,38,1,374
12,2010,39,1,375
12,2010,40,1,352
12,2010,41,1,352
12,2010,42,1,378
12,2010,43,1,367
12,2010,44,1,380
12,2010,45,1,324
12,2010,46,1,336
12,2010,47,1,336
12,2010,48,1,319
12,2010,49,1,305
12,2010,50,1,327
12,2010,51,1,276
12,2010,52,1,280
12,2010,53,1,306
12,2010,54,1,250
12,2010,55,1,241
12,2010,56,1,250
12,2010,57,1,237
12,2010,58,1,280
12,2010,59,1,260
12,2010,60,1,293
12,2010,61,1,271
12,2010,62,1,265
12,2010,63,1,273
12,2010,64,1,226
12,2010,65,1,226
12,2010,66,1,184
12,2010,67,1,168
12,2010,68,1,153
12,2010,69,1,151
12,2010,70,1,111
12,2010,71,1,130
12,2010,72,1,98
12,2010,73,1,112
12,2010,74,1,90
12,2010,75,1,83
12,2010,76,1,90
12,2010,77,1,88
12,2010,78,1,102
12,2010,79,1,94
12,2010,80,1,65
12,2010,81,1,70
12,2010,82,1,68
12,2010,83,1,58
12,2010,84,1,49
12,2010,85,1,44
12,2010,86,1,34
12,2010,87,1,37
12,2010,88,1,31
12,2010,89,1,29
12,2010,90,1,16
12,2010,91,1,11
12,2010,92,1,5
12,2010,93,1,5
12,2010,94,1,3
12,2010,95,1,4
12,2010,96,1,3
12,2010,97,1,6
12,2010,98,1,1
12,2010,99,1,2
13,2010,0,1,384
13,2010,1,1,371
13,2010,2,1,350
13,2010,3,1,348
13,2010,4,1,304
13,2010,5,1,316
13,2010,6,1,299
13,2010,7,1,240
13,2010,8,1,263
13,2010,9,1,282
13,2010,10,1,279
13,2010,11,1,249
13,2010,12,1,261
13,2010,13,1,263
13,2010,14,1,257
13,2010,15,1,288
13,2010,16,1,251
13,2010,17,1,266
13,2010,18,1,255
13,2010,19,1,265
13,2010,20,1,260
13,2010,21,1,227
13,2010,22,1,193
13,2010,23,1,220
13,2010,24,1,222
13,2010,25,1,205
13,2010,26,1,257
13,2010,27,1,265
13,2010,28,1,272
13,2010,29,1,314
13,2010,30,1,322
13,2010,31,1,329
13,2010,32,1,322
13,2010,33,1,371
13,2010,34,1,360
13,2010,35,1,366
13,2010,36,1,355
13,2010,37,1,382
13,2010,38,1,379
13,2010,39,1,379
13,2010,40,1,368
13,2010,41,1,379
13,2010,42,1,339
13,2010,43,1,371
13,2010,44,1,341
13,2010,45,1,357
13,2010,46,1,338
13,2010,47,1,310
13,2010,48,1,291
13,2010,49,1,358
13,2010,50,1,292
13,2010,51,1,289
13,2010,52,1,286
13,2010,53,1,254
13,2010,54,1,261
13,2010,55,1,261
13,2010,56,1,218
13,2010,57,1,209
13,2010,58,1,191
13,2010,59,1,192
13,2010,60,1,181
13,2010,61,1,190
13,2010,62,1,197
13,2010,63,1,228
13,2010,64,1,173
13,2010,65,1,198
13,2010,66,1,158
13,2010,67,1,134
13,2010,68,1,109
13,2010,69,1,120
13,2010,70,1,113
13,2010,71,1,106
13,2010,72,1,138
13,2010,73,1,117
13,2010,74,1,108
13,2010,75,1,121
13,2010,76,1,130
13,2010,77,1,139
13,2010,78,1,151
13,2010,79,1,122
13,2010,80,1,136
13,2010,81,1,115
13,2010,82,1,113
13,2010,83,1,117
13,2010,84,1,96
13,2010,85,1,84
13,2010,86,1,78
13,2010,87,1,54
13,2010,88,1,59
13,2010,89,1,50
13,2010,90,1,30
13,2010,91,1,27
13,2010,92,1,13
13,2010,93,1,8
13,2010,94,1,4
13,2010,95,1,3
13,2010,96,1,2
13,2010,97,1,3
13,2010,98,1,0
13,2010,99,1,1
14,2010,0,1,320
14,2010,1,1,396
14,2010,2,1,344
14,2010,3,1,309
14,2010,4,1,305
14,2010,5,1,302
14,2010,6,1,326
14,2010,7,1,289
14,2010,8,1,288
14,2010,9,1,284
14,2010,10,1,284
14,2010,11,1,257
14,2010,12,1,285
14,2010,13,1,267
14,2010,14,1,287
14,2010,15,1,260
14,2010,16,1,277
14,2010,17,1,267
14,2010,18,1,256
14,2010,19,1,307
14,2010,20,1,258
14,2010,21,1,245
14,2010,22,1,202
14,2010,23,1,201
14,2010,24,1,214
14,2010,25,1,234
14,2010,26,1,256
14,2010,27,1,254
14,2010,28,1,245
14,2010,29,1,290
14,2010,30,1,321
14,2010,31,1,293
14,2010,32,1,307
14,2010,33,1,308
14,2010,34,1,346
14,2010,35,1,318
14,2010,36,1,334
14,2010,37,1,396
14,2010,38,1,414
14,2010,39,1,351
14,2010,40,1,361
14,2010,41,1,349
14,2010,42,1,342
14,2010,43,1,343
14,2010,44,1,339
14,2010,45,1,337
14,2010,46,1,356
14,2010,47,1,321
14,2010,48,1,393
14,2010,49,1,317
14,2010,50,1,329
14,2010,51,1,335
14,2010,52,1,311
14,2010,53,1,286
14,2010,54,1,294
14,2010,55,1,272
14,2010,56,1,288
14,2010,57,1,249
14,2010,58,1,257
14,2010,59,1,245
14,2010,60,1,255
14,2010,61,1,265
14,2010,62,1,292
14,2010,63,1,275
14,2010,64,1,241
14,2010,65,1,243
14,2010,66,1,218
14,2010,67,1,154
14,2010,68,1,128
14,2010,69,1,151
14,2010,70,1,140
14,2010,71,1,147
14,2010,72,1,107
14,2010,73,1,132
14,2010,74,1,101
14,2010,75,1,91
14,2010,76,1,98
14,2010,77,1,114
14,2010,78,1,123
14,2010,79,1,102
14,2010,80,1,100
14,2010,81,1,85
14,2010,82,1,94
14,2010,83,1,95
14,2010,84,1,74
14,2010,85,1,76
14,2010,86,1,77
14,2010,87,1,55
14,2010,88,1,59
14,2010,89,1,39
14,2010,90,1,29
14,2010,91,1,21
14,2010,92,1,14
14,2010,93,1,18
14,2010,94,1,14
14,2010,95,1,3
14,2010,96,1,4
14,2010,97,1,10
14,2010,98,1,1
14,2010,99,1,5
15,2010,0,1,280
15,2010,1,1,306
15,2010,2,1,328
15,2010,3,1,325
15,2010,4,1,320
15,2010,5,1,317
15,2010,6,1,275
15,2010,7,1,295
15,2010,8,1,292
15,2010,9,1,264
15,2010,10,1,299
15,2010,11,1,261
15,2010,12,1,302
15,2010,13,1,257
15,2010,14,1,310
15,2010,15,1,277
15,2010,16,1,299
15,2010,17,1,298
15,2010,18,1,317
15,2010,19,1,313
15,2010,20,1,285
15,2010,21,1,269
15,2010,22,1,259
15,2010,23,1,243
15,2010,24,1,256
15,2010,25,1,213
15,2010,26,1,214
15,2010,27,1,214
15,2010,28,1,237
15,2010,29,1,198
15,2010,30,1,228
15,2010,31,1,236
15,2010,32,1,220
15,2010,33,1,276
15,2010,34,1,238
15,2010,35,1,259
15,2010,36,1,238
15,2010,37,1,262
15,2010,38,1,231
15,2010,39,1,283
15,2010,40,1,282
15,2010,41,1,266
15,2010,42,1,239
15,2010,43,1,264
15,2010,44,1,259
15,2010,45,1,277
15,2010,46,1,272
15,2010,47,1,263
15,2010,48,1,249
15,2010,49,1,279
15,2010,50,1,293
15,2010,51,1,282
15,2010,52,1,260
15,2010,53,1,267
15,2010,54,1,241
15,2010,55,1,214
15,2010,56,1,219
15,2010,57,1,215
15,2010,58,1,199
15,2010,59,1,178
15,2010,60,1,177
15,2010,61,1,197
15,2010,62,1,161
15,2010,63,1,192
15,2010,64,1,141
15,2010,65,1,157
15,2010,66,1,126
15,2010,67,1,109
15,2010,68,1,74
15,2010,69,1,79
15,2010,70,1,76
15,2010,71,1,61
15,2010,72,1,45
15,2010,73,1,41
15,2010,74,1,32
15,2010,75,1,43
15,2010,76,1,37
15,2010,77,1,43
15,2010,78,1,33
15,2010,79,1,39
15,2010,80,1,28
15,2010,81,1,21
15,2010,82,1,18
15,2010,83,1,24
15,2010,84,1,23
15,2010,85,1,19
15,2010,86,1,16
15,2010,87,1,13
15,2010,88,1,12
15,2010,89,1,14
15,2010,90,1,6
15,2010,91,1,2
15,2010,92,1,5
15,2010,93,1,3
15,2010,94,1,1
15,2010,95,1,2
15,2010,96,1,1
15,2010,97,1,1
15,2010,98,1,0
15,2010,99,1,2
"",2010,0,1,9
"",2010,1,1,9
"",2010,2,1,14
"",2010,3,1,5
"",2010,4,1,7
"",2010,5,1,9
"",2010,6,1,14
"",2010,7,1,10
"",2010,8,1,11
"",2010,9,1,10
"",2010,10,1,13
"",2010,11,1,11
"",2010,12,1,6
"",2010,13,1,8
"",2010,14,1,8
"",2010,15,1,14
"",2010,16,1,9
"",2010,17,1,17
"",2010,18,1,18
"",2010,19,1,10
"",2010,20,1,7
"",2010,21,1,11
"",2010,22,1,6
"",2010,23,1,8
"",2010,24,1,11
"",2010,25,1,3
"",2010,26,1,6
"",2010,27,1,6
"",2010,28,1,6
"",2010,29,1,3
"",2010,30,1,5
"",2010,31,1,7
"",2010,32,1,8
"",2010,33,1,10
"",2010,34,1,12
"",2010,35,1,11
"",2010,36,1,4
"",2010,37,1,16
"",2010,38,1,15
"",2010,39,1,14
"",2010,40,1,17
"",2010,41,1,16
"",2010,42,1,12
"",2010,43,1,11
"",2010,44,1,9
"",2010,45,1,13
"",2010,46,1,14
"",2010,47,1,15
"",2010,48,1,16
"",2010,49,1,22
"",2010,50,1,26
"",2010,51,1,14
"",2010,52,1,12
"",2010,53,1,19
"",2010,54,1,18
"",2010,55,1,16
"",2010,56,1,10
"",2010,57,1,21
"",2010,58,1,12
"",2010,59,1,7
"",2010,60,1,14
"",2010,61,1,9
"",2010,62,1,6
"",2010,63,1,11
"",2010,64,1,9
"",2010,65,1,14
"",2010,66,1,3
"",2010,67,1,11
"",2010,68,1,6
"",2010,69,1,7
"",2010,70,1,4
"",2010,71,1,6
"",2010,72,1,4
"",2010,73,1,7
"",2010,74,1,2
"",2010,75,1,2
"",2010,76,1,4
"",2010,77,1,6
"",2010,78,1,3
"",2010,79,1,0
"",2010,80,1,2
"",2010,81,1,1
"",2010,82,1,2
"",2010,83,1,1
"",2010,84,1,0
"",2010,85,1,2
"",2010,86,1,0
"",2010,87,1,1
"",2010,88,1,3
"",2010,89,1,0
"",2010,90,1,3
"",2010,91,1,1
"",2010,92,1,0
"",2010,93,1,0
"",2010,94,1,0
"",2010,95,1,0
"",2010,96,1,0
"",2010,97,1,0
"",2010,98,1,0
"",2010,99,1,0
01,2010,0,1,457
01,2010,1,1,405
01,2010,2,1,326
01,2010,3,1,283
01,2010,4,1,270
01,2010,5,1,239
01,2010,6,1,184
01,2010,7,1,177
01,2010,8,1,150
01,2010,9,1,172
01,2010,10,1,139
01,2010,11,1,145
01,2010,12,1,125
01,2010,13,1,142
01,2010,14,1,113
01,2010,15,1,127
01,2010,16,1,122
01,2010,17,1,138
01,2010,18,1,137
01,2010,19,1,188
01,2010,20,1,242
01,2010,21,1,298
01,2010,22,1,354
01,2010,23,1,385
01,2010,24,1,417
01,2010,25,1,519
01,2010,26,1,557
01,2010,27,1,685
01,2010,28,1,721
01,2010,29,1,773
01,2010,30,1,791
01,2010,31,1,687
01,2010,32,1,634
01,2010,33,1,641
01,2010,34,1,541
01,2010,35,1,500
01,2010,36,1,411
01,2010,37,1,422
01,2010,38,1,410
01,2010,39,1,308
01,2010,40,1,307
01,2010,41,1,236
01,2010,42,1,244
01,2010,43,1,237
01,2010,44,1,271
01,2010,45,1,209
01,2010,46,1,206
01,2010,47,1,197
01,2010,48,1,182
01,2010,49,1,191
01,2010,50,1,175
01,2010,51,1,196
01,2010,52,1,185
01,2010,53,1,182
01,2010,54,1,167
01,2010,55,1,165
01,2010,56,1,192
01,2010,57,1,162
01,2010,58,1,161
01,2010,59,1,162
01,2010,60,1,166
01,2010,61,1,150
01,2010,62,1,144
01,2010,63,1,132
01,2010,64,1,141
01,2010,65,1,100
01,2010,66,1,93
01,2010,67,1,80
01,2010,68,1,49
01,2010,69,1,68
01,2010,70,1,61
01,2010,71,1,57
01,2010,72,1,53
01,2010,73,1,45
01,2010,74,1,39
01,2010,75,1,50
01,2010,76,1,39
01,2010,77,1,42
01,2010,78,1,43
01,2010,79,1,46
01,2010,80,1,40
01,2010,81,1,37
01,2010,82,1,45
01,2010,83,1,55
01,2010,84,1,44
01,2010,85,1,36
01,2010,86,1,38
01,2010,87,1,50
01,2010,88,1,42
01,2010,89,1,45
01,2010,90,1,39
01,2010,91,1,23
01,2010,92,1,27
01,2010,93,1,17
01,2010,94,1,18
01,2010,95,1,7
01,2010,96,1,10
01,2010,97,1,8
01,2010,98,1,4
01,2010,99,1,9
02,2010,0,1,488
02,2010,1,1,374
02,2010,2,1,270
02,2010,3,1,282
02,2010,4,1,217
02,2010,5,1,178
02,2010,6,1,174
02,2010,7,1,125
02,2010,8,1,125
02,2010,9,1,118
02,2010,10,1,112
02,2010,11,1,117
02,2010,12,1,100
02,2010,13,1,107
02,2010,14,1,99
02,2010,15,1,82
02,2010,16,1,106
02,2010,17,1,124
02,2010,18,1,120
02,2010,19,1,195
02,2010,20,1,343
02,2010,21,1,390
02,2010,22,1,450
02,2010,23,1,486
02,2010,24,1,602
02,2010,25,1,698
02,2010,26,1,792
02,2010,27,1,882
02,2010,28,1,918
02,2010,29,1,881
02,2010,30,1,874
02,2010,31,1,818
02,2010,32,1,708
02,2010,33,1,659
02,2010,34,1,559
02,2010,35,1,557
02,2010,36,1,448
02,2010,37,1,458
02,2010,38,1,331
02,2010,39,1,333
02,2010,40,1,320
02,2010,41,1,277
02,2010,42,1,250
02,2010,43,1,252
02,2010,44,1,221
02,2010,45,1,221
02,2010,46,1,195
02,2010,47,1,218
02,2010,48,1,210
02,2010,49,1,183
02,2010,50,1,159
02,2010,51,1,178
02,2010,52,1,171
02,2010,53,1,181
02,2010,54,1,152
02,2010,55,1,196
02,2010,56,1,177
02,2010,57,1,169
02,2010,58,1,127
02,2010,59,1,152
02,2010,60,1,149
02,2010,61,1,147
02,2010,62,1,134
02,2010,63,1,124
02,2010,64,1,107
02,2010,65,1,131
02,2010,66,1,101
02,2010,67,1,85
02,2010,68,1,63
02,2010,69,1,70
02,2010,70,1,62
02,2010,71,1,47
02,2010,72,1,66
02,2010,73,1,46
02,2010,74,1,43
02,2010,75,1,54
02,2010,76,1,43
02,2010,77,1,54
02,2010,78,1,63
02,2010,79,1,50
02,2010,80,1,55
02,2010,81,1,51
02,2010,82,1,37
02,2010,83,1,58
02,2010,84,1,60
02,2010,85,1,55
02,2010,86,1,54
02,2010,87,1,68
02,2010,88,1,59
02,2010,89,1,72
02,2010,90,1,50
02,2010,91,1,43
02,2010,92,1,40
02,2010,93,1,39
02,2010,94,1,27
02,2010,95,1,19
02,2010,96,1,13
02,2010,97,1,8
02,2010,98,1,4
02,2010,99,1,11
03,2010,0,1,359
03,2010,1,1,286
03,2010,2,1,240
03,2010,3,1,195
03,2010,4,1,160
03,2010,5,1,131
03,2010,6,1,118
03,2010,7,1,94
03,2010,8,1,87
03,2010,9,1,76
03,2010,10,1,64
03,2010,11,1,69
03,2010,12,1,81
03,2010,13,1,73
03,2010,14,1,57
03,2010,15,1,61
03,2010,16,1,61
03,2010,17,1,60
03,2010,18,1,71
03,2010,19,1,135
03,2010,20,1,186
03,2010,21,1,226
03,2010,22,1,267
03,2010,23,1,323
03,2010,24,1,363
03,2010,25,1,548
03,2010,26,1,643
03,2010,27,1,699
03,2010,28,1,745
03,2010,29,1,771
03,2010,30,1,686
03,2010,31,1,657
03,2010,32,1,535
03,2010,33,1,513
03,2010,34,1,457
03,2010,35,1,449
03,2010,36,1,342
03,2010,37,1,340
03,2010,38,1,349
03,2010,39,1,263
03,2010,40,1,249
03,2010,41,1,206
03,2010,42,1,211
03,2010,43,1,199
03,2010,44,1,198
03,2010,45,1,173
03,2010,46,1,168
03,2010,47,1,152
03,2010,48,1,146
03,2010,49,1,142
03,2010,50,1,135
03,2010,51,1,141
03,2010,52,1,136
03,2010,53,1,145
03,2010,54,1,134
03,2010,55,1,136
03,2010,56,1,160
03,2010,57,1,120
03,2010,58,1,125
03,2010,59,1,113
03,2010,60,1,121
03,2010,61,1,127
03,2010,62,1,135
03,2010,63,1,109
03,2010,64,1,125
03,2010,65,1,112
03,2010,66,1,76
03,2010,67,1,91
03,2010,68,1,55
03,2010,69,1,76
03,2010,70,1,55
03,2010,71,1,54
03,2010,72,1,62
03,2010,73,1,35
03,2010,74,1,47
03,2010,75,1,47
03,2010,76,1,48
03,2010,77,1,50
03,2010,78,1,41
03,2010,79,1,56
03,2010,80,1,47
03,2010,81,1,53
03,2010,82,1,46
03,2010,83,1,43
03,2010,84,1,51
03,2010,85,1,59
03,2010,86,1,59
03,2010,87,1,57
03,2010,88,1,55
03,2010,89,1,48
03,2010,90,1,40
03,2010,91,1,43
03,2010,92,1,24
03,2010,93,1,20
03,2010,94,1,15
03,2010,95,1,23
03,2010,96,1,15
03,2010,97,1,14
