year,age,sex,people
2025,56,1,4348
2025,57,1,4072
2025,58,1,4109
2025,59,1,3957
2025,60,1,3871
2025,61,1,3633
2025,62,1,3516
2025,63,1,3260
2025,64,1,3357
2025,65,1,3131
2025,66,1,2981
2025,67,1,2841
2025,68,1,2721
2025,69,1,2574
2025,70,1,2437
2025,71,1,2278
2025,72,1,2198
2025,73,1,2113
2025,74,1,1951
2025,75,1,1997
2025,76,1,1953
2025,77,1,1888
2025,78,1,1989
2025,79,1,1603
2025,80,1,1588
2025,81,1,1279
2025,82,1,1028
2025,83,1,808
2025,84,1,820
2025,85,1,698
2025,86,1,595
2025,87,1,489
2025,88,1,407
2025,89,1,321
2025,90,1,264
2025,91,1,233
2025,92,1,201
2025,93,1,165
2025,94,1,121
2025,95,1,84
2025,96,1,61
2025,97,1,40
2025,98,1,33
2025,99,1,61
2025,0,2,6110
2025,1,2,5723
2025,2,2,5379
2025,3,2,5067
2025,4,2,4785
2025,5,2,4594
2025,6,2,4406
2025,7,2,4219
2025,8,2,4038
2025,9,2,3860
2025,10,2,3753
2025,11,2,3644
2025,12,2,3538
2025,13,2,3453
2025,14,2,3594
2025,15,2,3676
2025,16,2,3615
2025,17,2,3641
2025,18,2,3786
2025,19,2,3821
2025,20,2,4185
2025,21,2,4659
2025,22,2,5226
2025,23,2,5805
2025,24,2,6916
2025,25,2,6813
2025,26,2,7724
2025,27,2,8733
2025,28,2,8968
2025,29,2,9238
2025,30,2,7908
2025,31,2,7555
2025,32,2,8243
2025,33,2,8423
2025,34,2,8184
2025,35,2,7178
2025,36,2,6619
2025,37,2,6244
2025,38,2,6161
2025,39,2,5875
2025,40,2,5786
2025,41,2,5317
2025,42,2,5096
2025,43,2,5056
2025,44,2,5061
2025,45,2,5020
2025,46,2,4715
2025,47,2,4438
2025,48,2,4455
2025,49,2,4454
2025,50,2,4549
2025,51,2,4285
2025,52,2,4359
2025,53,2,4286
2025,54,2,4102
2025,55,2,4114
2025,56,2,3897
2025,57,2,3846
2025,58,2,3730
2025,59,2,3736
2025,60,2,3688
2025,61,2,3508
2025,62,2,3337
2025,63,2,3167
2025,64,2,3196
2025,65,2,3070
2025,66,2,3104
2025,67,2,2929
2025,68,2,2817
2025,69,2,2667
2025,70,2,2643
2025,71,2,2529
2025,72,2,2484
2025,73,2,2341
2025,74,2,2353
2025,75,2,2223
2025,76,2,2223
2025,77,2,2261
2025,78,2,2313
2025,79,2,2067
2025,80,2,1905
2025,81,2,1641
2025,82,2,1403
2025,83,2,1110
2025,84,2,1173
2025,85,2,1115
2025,86,2,962
2025,87,2,861
2025,88,2,729
2025,89,2,687
2025,90,2,548
2025,91,2,491
2025,92,2,462
2025,93,2,390
2025,94,2,339
2025,95,2,238
2025,96,2,186
2025,97,2,127
2025,98,2,105
2025,99,2,196
2030,0,1,6727
2030,1,1,6285
2030,2,1,5889
2030,3,1,5541
2030,4,1,5232
2030,5,1,5042
2030,6,1,4867
2030,7,1,4699
2030,8,1,4534
2030,9,1,4371
2030,10,1,4287
2030,11,1,4200
2030,12,1,4110
2030,13,1,4014
2030,14,1,3917
2030,15,1,3903
2030,16,1,3886
2030,17,1,3866
2030,18,1,3941
2030,19,1,4019
2030,20,1,4371
2030,21,1,4853
2030,22,1,5282
2030,23,1,5538
2030,24,1,6225
2030,25,1,6722
2030,26,1,7638
2030,27,1,7954
2030,28,1,8239
2030,29,1,9422
2030,30,1,8962
2030,31,1,8869
2030,32,1,8770
2030,33,1,8910
2030,34,1,8711
2030,35,1,7617
2030,36,1,7163
2030,37,1,7732
2030,38,1,7797
2030,39,1,7436
2030,40,1,7002
2030,41,1,6733
2030,42,1,6323
2030,43,1,6527
2030,44,1,6391
2030,45,1,6085
2030,46,1,6006
2030,47,1,5618
2030,48,1,5607
2030,49,1,5609
2030,50,1,5443
2030,51,1,5332
2030,52,1,4969
2030,53,1,5019
2030,54,1,4923
2030,55,1,4885
2030,56,1,4648
2030,57,1,4652
2030,58,1,4479
2030,59,1,4311
2030,60,1,4134
2030,61,1,4081
2030,62,1,3804
2030,63,1,3822
2030,64,1,3666
2030,65,1,3559
2030,66,1,3302
2030,67,1,3162
2030,68,1,2906
2030,69,1,2962
2030,70,1,2756
2030,71,1,2621
2030,72,1,2492
2030,73,1,2378
2030,74,1,2233
2030,75,1,2108
2030,76,1,1954
2030,77,1,1862
2030,78,1,1771
2030,79,1,1604
2030,80,1,1622
2030,81,1,1560
2030,82,1,1478
2030,83,1,1519
2030,84,1,1185
2030,85,1,1129
2030,86,1,871
2030,87,1,661
2030,88,1,493
2030,89,1,466
2030,90,1,368
2030,91,1,287
2030,92,1,212
2030,93,1,160
2030,94,1,111
2030,95,1,82
2030,96,1,63
2030,97,1,43
2030,98,1,35
2030,99,1,61
2030,0,2,6406
2030,1,2,6001
2030,2,2,5639
2030,3,2,5322
2030,4,2,5042
2030,5,2,4862
2030,6,2,4696
2030,7,2,4534
2030,8,2,4378
2030,9,2,4222
2030,10,2,4140
2030,11,2,4053
2030,12,2,3968
2030,13,2,3870
2030,14,2,3776
2030,15,2,3803
2030,16,2,3831
2030,17,2,3859
2030,18,2,3910
2030,19,2,4224
2030,20,2,4665
2030,21,2,5004
2030,22,2,5552
2030,23,2,6396
2030,24,2,7254
2030,25,2,7527
2030,26,2,8164
2030,27,2,8539
2030,28,2,8784
2030,29,2,9581
2030,30,2,8498
2030,31,2,8738
2030,32,2,8854
2030,33,2,8269
2030,34,2,7754
2030,35,2,6718
2030,36,2,6466
2030,37,2,6970
2030,38,2,7042
2030,39,2,6834
2030,40,2,6206
2030,41,2,5863
2030,42,2,5661
2030,43,2,5672
2030,44,2,5477
2030,45,2,5448
2030,46,2,5076
2030,47,2,4906
2030,48,2,4897
2030,49,2,4936
2030,50,2,4904
2030,51,2,4607
2030,52,2,4339
2030,53,2,4360
2030,54,2,4347
2030,55,2,4434
2030,56,2,4170
2030,57,2,4235
2030,58,2,4155
2030,59,2,3974
2030,60,2,3955
2030,61,2,3722
2030,62,2,3649
2030,63,2,3514
2030,64,2,3493
2030,65,2,3441
2030,66,2,3260
2030,67,2,3089
2030,68,2,2920
2030,69,2,2939
2030,70,2,2828
2030,71,2,2856
2030,72,2,2696
2030,73,2,2591
2030,74,2,2452
2030,75,2,2419
2030,76,2,2298
2030,77,2,2246
2030,78,2,2098
2030,79,2,2091
2030,80,2,1952
2030,81,2,1935
2030,82,2,1934
2030,83,2,1948
2030,84,2,1702
2030,85,2,1530
2030,86,2,1270
2030,87,2,1046
2030,88,2,787
2030,89,2,786
2030,90,2,703
2030,91,2,566
2030,92,2,464
2030,93,2,363
2030,94,2,308
2030,95,2,218
2030,96,2,167
2030,97,2,138
2030,98,2,103
2030,99,2,197
